Time,Entropy
12970,3.16458
12980,3.15596
12990,3.13768
13000,3.11705
13010,3.10208
13020,3.08566
13030,3.06542
13040,3.0484
13050,3.04672
13060,3.04531
13070,3.04147
13080,3.03351
13090,3.02877
13100,3.0209
13110,3.0111
13120,3.00372
13130,2.99161
13140,2.98001
13150,2.95792
13160,2.94443
13170,2.94385
13180,2.93853
13190,2.92641
13200,2.90578
13210,2.902
13220,2.89585
13230,2.91609
13240,2.93486
13250,2.9365
13260,2.94104
13270,2.94026
13280,2.92964
13290,2.92236
13300,2.90776
13310,2.90654
13320,2.90194
13330,2.91213
13340,2.91237
13350,2.92104
13360,2.9334
13370,2.94305
13380,2.94573
13390,2.95977
13400,2.96788
13410,2.96818
13420,2.965
13430,2.96843
13440,2.9703
13450,2.97374
13460,2.97822
13470,2.9814
13480,2.99345
13490,3.00096
13500,3.00026
13510,3.01001
13520,3.02947
13530,3.04152
13540,3.04476
13550,3.0545
13560,3.05894
13570,3.07523
13580,3.0976
13590,3.1085
13600,3.12369
13610,3.13028
13620,3.13491
13630,3.14401
13640,3.14342
13650,3.1478
13660,3.15371
13670,3.16398
13680,3.17199
13690,3.18528
13700,3.18614
13710,3.1858
13720,3.18756
13730,3.18083
13740,3.17919
13750,3.17131
13760,3.18692
13770,3.20009
13780,3.20678
13790,3.20731
13800,3.21953
13810,3.22162
13820,3.22521
13830,3.24545
13840,3.25322
13850,3.25486
13860,3.25676
13870,3.25889
13880,3.25843
13890,3.26116
13900,3.25093
13910,3.24852
13920,3.25707
13930,3.26514
13940,3.27656
13950,3.28473
13960,3.29459
13970,3.29603
13980,3.29892
13990,3.31046
14000,3.31332
14010,3.31773
14020,3.31589
14030,3.31476
14040,3.32016
14050,3.31354
14060,3.31014
14070,3.30682
14080,3.29789
14090,3.29049
14100,3.292
14110,3.28867
14120,3.29933
14130,3.30496
14140,3.30752
14150,3.29891
14160,3.29412
14170,3.27923
14180,3.27443
14190,3.2659
14200,3.2654
14210,3.26744
14220,3.25825
14230,3.2523
14240,3.24787
14250,3.23715
14260,3.22558
14270,3.20816
14280,3.19964
14290,3.18358
14300,3.18135
14310,3.17526
14320,3.16685
14330,3.16183
14340,3.15638
14350,3.15861
14360,3.16057
14370,3.16776
14380,3.18036
14390,3.19113
14400,3.1996
14410,3.20665
14420,3.22254
14430,3.22219
14440,3.21904
14450,3.21497
14460,3.19923
14470,3.18423
14480,3.16202
14490,3.14954
14500,3.16408
14510,3.15222
14520,3.14319
14530,3.1389
14540,3.13488
14550,3.13061
14560,3.13822
14570,3.13913
14580,3.14042
14590,3.14225
14600,3.14382
14610,3.13383
14620,3.13716
14630,3.13699
14640,3.12325
14650,3.11252
14660,3.11115
14670,3.12013
14680,3.11489
14690,3.12331
14700,3.1272
14710,3.11998
14720,3.12068
14730,3.11506
14740,3.12235
14750,3.13562
14760,3.14074
14770,3.14128
14780,3.13804
14790,3.12934
14800,3.1269
14810,3.12351
14820,3.11725
14830,3.14052
14840,3.1505
