Time,Entropy
13590,3.10967
13600,3.12369
13610,3.12085
13620,3.09678
13630,3.06337
13640,3.0473
13650,3.04361
13660,2.97506
13670,3.02527
13680,3.12286
13690,3.1831
13700,3.18614
13710,3.18654
13720,3.18185
13730,3.16751
13740,3.15622
13750,3.13557
13760,3.13416
13770,3.11488
13780,3.1
13790,3.19538
13800,3.21953
13810,3.22148
13820,3.23029
13830,3.23601
13840,3.25558
13850,3.26319
13860,3.27119
13870,3.26116
13880,3.26088
13890,3.26071
13900,3.25093
13910,3.23663
13920,3.22256
13930,3.21761
13940,3.26235
13950,3.27636
13960,3.28918
13970,3.29418
13980,3.30654
13990,3.3143
14000,3.31332
14010,3.31201
14020,3.29609
14030,3.27906
14040,3.23937
14050,3.21155
14060,3.21294
14070,3.24068
14080,3.264
14090,3.28157
14100,3.292
14110,3.29645
14120,3.28238
14130,3.27464
14140,3.27516
14150,3.28168
14160,3.28668
14170,3.28344
14180,3.27936
14190,3.27414
14200,3.2654
14210,3.26345
14220,3.24899
14230,3.22891
14240,3.20131
14250,3.15258
14260,3.14617
14270,3.14701
14280,3.15468
14290,3.17272
14300,3.18135
14310,3.17022
14320,3.16486
14330,3.15493
14340,3.14399
14350,3.1319
14360,3.13978
14370,3.153
14380,3.17739
14390,3.19802
14400,3.1996
14410,3.21175
14420,3.23006
14430,3.22893
14440,3.22493
14450,3.21557
14460,3.2044
14470,3.18358
14480,3.16347
14490,3.15167
14500,3.16408
14510,3.15503
14520,3.15855
14530,3.15422
14540,3.15671
14550,3.15946
14560,3.16956
14570,3.15549
14580,3.15467
14590,3.155
14600,3.14382
14610,3.12988
14620,3.1395
14630,3.11625
14640,3.09432
14650,3.04591
14660,3.02198
14670,3.01629
14680,3.03867
14690,3.10716
14700,3.1272
14710,3.13127
14720,3.12361
14730,3.11479
14740,3.12701
14750,3.13154
14760,3.134
14770,3.13436
14780,3.12414
14790,3.13171
14800,3.1269
14810,3.12332
14820,3.11744
14830,3.14399
14840,3.16159
14850,3.17815
14860,3.18691
14870,3.18108
14880,3.18043
14890,3.18241
14900,3.18018
14910,3.18231
14920,3.17617
14930,3.16988
14940,3.15982
14950,3.14873
14960,3.14023
14970,3.13121
14980,3.12272
14990,3.11358
